Event Number,Occurred/Discovered Date and Time,Occurred Date,Day,Month,Year,Day_of_Week_Name,Day_of_Week_Num,Week_in_Year,Weekend,Latitude,Longitude,Nearest Populated Centre,Province,Population Density,Incident Types,Company,Significant,Product Category,Product Type,Volume Released,Detailed what happened,What happened category,Detailed why it happened,Why it happened category,Activity being performed at time of incident,How the incident was discovered,Pipeline or facility equipment involved,Rupture,Pipe body release,Residual effects on the environment,Pipeline Name,Pipeline outside diameter (NPS),Pipeline length (km),Kilometre post,Emergency Level,Equipment or component involved,Nominal pipe size,Material,Licensed maximum operating pressure (kPa),Year of installation,Year when put into service,Repair type,Equipment or component has never been inspected,Most recent inspection date for the failed equipment or component,Type of most recent inspection,Most recent inspection part of the routine inspection program,No maintenance done on this equipment or component,Date of the most recent maintenance work for the failed equipment or component,Most recent maintenance Type,Most recent maintenance work part of the routine maintenance program,STATION_NAME,DISTANCE_WEATHER_STATION_KM,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
INC2014-017,2014-01-22 10:24,2014-01-22,22.0,1.0,2014.0,Wednesday,4.0,4.0,0.0,53.5990003,-115.451183,Wildrose,Alberta,10 or fewer dwelling units,Release of Substance,Trans Mountain Pipeline ULC,No,Liquid,Crude Oil - Sweet,17.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Substandard Acts, Using equipment improperly","Equipment Failure, Incorrect Operation","Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Human Factors, Standards and Procedures",Maintenance,Employee / Contractor (Onsite),Yes,No,No,Yes,Chip Lake Pump Station,,,Kilometer Post 137,Level I,"Station/Facility, Pigging, Launching, Fitting, Nipple, Body",,,,,,,No,,,No,No,,,No,EVANSBURG AGCM,38.05973984225541,3062475,-5.9,,-9.2,,-2.5,,0,,,M,,M,,,0,,0,,0,,23.9,,,,,
INC2014-024,2014-02-07 4:30,2014-02-07,7.0,2.0,2014.0,Friday,6.0,6.0,0.0,45.96376,-66.6432,Fredericton,New Brunswick,Buildings greater than 4 stories above ground,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,0.01,"Damage or deterioration mechanism, Equipment",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Mainline,"762.00000000, 863.60000000",574.8807991,Kilometer Post 463 (approx),Level I,"Station/Facility, Metering, Delivering, Valve",,,,,,Rebuilt,No,,,No,No,2/7/2014,Repair,No,MACTAQUAC PROV PARK,44.38511377665578,8102536,-12.7,,-20.9,,-4.5,,0,,0,,0,,0,,,,,,0,,30.7,,,,,
INC2014-031,2014-02-16 7:45,2014-02-16,16.0,2.0,2014.0,Sunday,1.0,8.0,1.0,53.547403,-113.355714,Edmonton,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Enbridge Pipelines Inc.,No,Liquid,Crude Oil - Sweet,5.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),No,No,No,Yes,EPI - Edmonton Terminal,,,,Level I,,,,,,,,No,,,No,No,,,No,BUSBY,12.815027490799233,3010978,,M,,M,,M,0,,0,,0,,28,,,,,,,M,,M,,,,
INC2014-033,2014-02-18 5:10,2014-02-18,18.0,2.0,2014.0,Tuesday,3.0,8.0,0.0,52.49217,-114.98816,Rocky Mountain House,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,Yes,Gas,Natural Gas - Sweet,30001.0,"Damage or deterioration mechanism, Cracking, Stress Corrosion Cracking;Substandard Acts, Failure to identify hazard or risk","Corrosion and Cracking, Incorrect Operation","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,Operation,Employee / Contractor (Onsite),Yes,Yes,Yes,No,,,,,Level III,"Pipeline, Pipe, Body",NPS 18,Carbon Steel,6280.0,,,Replacement,No,,,No,No,,,No,ROCKY MTN HOUSE (AUT),40.36623641557333,3015523,-8.6,,-20.1,,2.9,,0,,,M,,M,45,,29,,33,,0,,26.6,,,,,
INC2014-042,2014-03-12 9:00,2014-03-12,12.0,3.0,2014.0,Wednesday,4.0,11.0,0.0,45.25073225,-66.0979223,Saint John,New Brunswick,Unknown Population Density (Historical Data Migration),Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,500.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Pipeline, Valve, Pressure relief, Seat",,,,,,Replacement,No,,,No,No,,Replacement,No,OAK POINT,6.646890791326313,8103780,0.1,,-4,,4.1,,14.5,,2.8,,11.7,,31,,,,,,0,,17.9,,,,,
INC2014-043,2014-03-14 1:32,2014-03-14,14.0,3.0,2014.0,Friday,6.0,11.0,0.0,52.635343,-111.267485,Hardisty,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Enbridge Pipelines Inc.,No,Gas,Natural Gas - Sweet,0.001,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Line 1,"508.00000000, 864.00000000",1255.999121,,Level I,"Station/Facility, Pumping, Pump",,,0.0,,,Replacement,No,,,No,No,,Replacement,No,FABYAN,19.138478904918152,3012515,0,,-6,,6,,0,,0,,0,,0,,,,,,0,,18,,,,,
INC2014-044,2014-03-15 3:00,2014-03-15,15.0,3.0,2014.0,Saturday,7.0,11.0,1.0,49.450607,-103.338728,Midale,Saskatchewan,10 or fewer dwelling units,Release of Substance,Enbridge Pipelines Inc.,No,Liquid,Crude Oil - Sweet,1.75,"Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Maintenance,Employee / Contractor (Onsite),No,No,No,No,EPI- Midale Terminal,,,Mainline Valve + Offset (km),Level I,,,,,,,,No,,,No,No,,,No,WEYBURN,10.797372463901466,401HP5R,-8.7,,-13.2,,-4.2,,0,,,M,,M,6,,10,,41,,0,,26.7,,,,,
INC2014-045,2014-03-22 11:59,2014-03-22,22.0,3.0,2014.0,Saturday,7.0,12.0,1.0,58.65351,-122.68466,Fort Nelson,British Columbia,10 or fewer dwelling units,Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",No,Gas,Mixed HVP Hydrocarbons,6.3,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate maintenance",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,"24"" Beaver River Pipeline","609.60000000, 610.00000000",173.4713372,Mainline Valve + Offset (km),Level I,"Pipeline, Valve, Gate, Seal/Packing",,,,,,,No,6/15/2013,Visual,Yes,No,6/15/2013,Testing of Functionality,Yes,FORT NELSON A,25.61757240846464,1192946,-11,,-17.4,,-4.6,,0,,0,,0,,43,,0,,0,,0,,29,,,,,
INC2014-047,2014-03-25 8:00,2014-03-25,25.0,3.0,2014.0,Tuesday,3.0,13.0,0.0,52.922575,-110.96759,Wainwright,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Kinder Morgan Cochin ULC,No,Gas,Mixed HVP Hydrocarbons,,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Cochin - Fabyan Pump Station,,,,Level I,"Station/Facility, Pumping, Valve",,,,,,,No,,,No,No,,,No,ALBERT HALL AGCM,18.32748062490072,3010060,-8.6,,-15.8,,-1.4,,0,,,M,,M,,,,M,,M,0,,26.6,,,,,
INC2014-048,2014-03-27 5:00,2014-03-27,27.0,3.0,2014.0,Thursday,5.0,13.0,0.0,50.78931,-112.46998,Bassano,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,1110.0,"Damage or deterioration mechanism, Cracking, Fatigue;Damage or deterioration mechanism, Geotechnical Failure, Frost heave","Corrosion and Cracking, Natural Force Damage","Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Excessive wear and tear, Inadequate maintenance","Engineering and Planning, Maintenance",Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Metering",,,,,,,No,,,No,No,,,No,GLEICHEN AGCM,26.292556638976368,3032801,-8.3,,-10,,-6.5,,0.9,,,M,,M,,,0,,0,,0,,26.3,,,,,
INC2014-050,2014-03-31 3:30,2014-03-31,31.0,3.0,2014.0,Monday,2.0,14.0,0.0,53.542908,-113.36445,Edmonton,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Enbridge Pipelines Inc.,Yes,Liquid,Crude Oil - Sour,2.5,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Damage or deterioration mechanism, Cracking, Mechanical Damage Delayed Cracking;Substandard Conditions, Weather Related, Frozen components","Corrosion and Cracking, Equipment Failure, External Interference","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria",Engineering and Planning,Maintenance,Employee / Contractor (Onsite),Yes,No,No,Yes,Line 2,"1219.00000000, 609.40000000, 610.00000000",1282.304863,,Level I,"Pipeline, Valve, Gate, Body",,,0.0,1972.0,,Removal,No,,,No,No,4/1/2014,Repair,No,BUSBY AGCM,12.491953563905536,3010979,-12,,-16.3,,-7.6,,0,,,M,,M,,,,M,,M,0,,30,,,,,
INC2014-052,2014-04-07 3:30,2014-04-07,7.0,4.0,2014.0,Monday,2.0,15.0,0.0,51.17738,-106.588176,Elbow,Saskatchewan,Unknown Population Density (Historical Data Migration),Release of Substance,Kinder Morgan Cochin ULC,No,Gas,Propane,,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Personal factors, Lack of knowledge, Lack of situational awareness;Job or system factors, Inadequate engineering, Inadequate monitoring of construction","Engineering and Planning, Human Factors",Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,Elbow Pump Station Sask,,,Mainline Valve + Offset (km),Level I,"Station/Facility, Pumping, Fitting",,,,,,,No,,,No,No,,,No,CUTBANK,5.8174235200235165,401JR89,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2014-055,2014-04-10 9:00,2014-04-10,10.0,4.0,2014.0,Thursday,5.0,15.0,0.0,45.273315,-66.063308,Saint John,New Brunswick,Unknown Population Density (Historical Data Migration),Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,1.0,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",Operation,Landowner,Yes,No,No,No,Egbert Strret Meter Station,,,,Level I,"Station/Facility, Metering, Delivering, Valve, Gate, Seat",,,,,,,No,,,No,No,,,No,OAK POINT,3.3008781466148385,8103780,1.3,,-3.9,,6.5,,0,T,0,T,0,,10,,,,,,0,,16.7,,,,,
INC2014-056,2014-04-10 11:15,2014-04-10,10.0,4.0,2014.0,Thursday,5.0,15.0,0.0,55.569092,-121.944662,Chetwynd,British Columbia,Unknown Population Density (Historical Data Migration),"Release of Substance, Adverse Environmental Effects","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Liquid,Crude Oil - Sweet,3.0,"Substandard Acts, Failure to secure",Incorrect Operation,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units;Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules","Maintenance, Standards and Procedures",Operation,,No,No,No,No,,,,,Level I,,,,,,,,No,,,No,No,,,No,CHETWYND A,40.14039810900219,1181508,7,,1.8,,12.2,,0.2,,0,T,0.4,,0,T,,,,,0,,11,,,,,
INC2014-058,2014-04-13 4:00,2014-04-13,13.0,4.0,2014.0,Sunday,1.0,16.0,1.0,50.749343,-120.857245,Savona,British Columbia,Unknown Population Density (Historical Data Migration),Release of Substance,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Gas,Natural Gas - Sweet,1522790.0,"Substandard Acts, Failure to follow procedure or policy or practice;Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)","Equipment Failure, Incorrect Operation","Personal factors, Lack of knowledge, Lack of experience;Job or system factors, Inadequate tools and equipment, Inadequate adjustment or repair or maintenance;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs;Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly;Personal factors, Lack of knowledge, Unspecified","Human Factors, Maintenance, Tools and Equipment",Operation,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Station/Facility, Compression, Valve, Pressure relief, Other (please explain)",,,,,,,No,,,No,No,,,No,RED LAKE,33.948889378855306,1166658,4,,-4,,12,,0,,0,,0,,0,,,,,,0,,14,,,,,
INC2014-059,2014-04-18 4:30,2014-04-18,18.0,4.0,2014.0,Friday,6.0,16.0,0.0,53.547403,-113.355714,Edmonton,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Enbridge Pipelines Inc.,No,Liquid,Crude Oil - Sweet,15.0,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Damage or deterioration mechanism, Geotechnical Failure, Freeze-thaw;Substandard Conditions, Inadequate instructions or procedures","Equipment Failure, External Interference, Natural Force Damage","Job or system factors, Inadequate work standards, Inadequate development of standards, Procedures or practices or rules",Standards and Procedures,Operation,Employee / Contractor (Onsite),Yes,No,No,Yes,,,,,Level I,"Storage, Tank, Aboveground",,,,,,,No,,,No,No,,,No,BUSBY,12.815027490799233,3010978,0.3,,-3,,3.5,,0,,0,,0,,0,,,,,,0,,17.7,,,,,
INC2014-060,2014-04-19 6:00,2014-04-19,19.0,4.0,2014.0,Saturday,7.0,16.0,1.0,45.375146,-62.452544,Sunnybrae,Nova Scotia,10 or fewer dwelling units,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,56.0,"Damage or deterioration mechanism, Construction, Defective Other Joint",Defect and Deterioration,"Job or system factors, Inadequate maintenance, Inadequate reparative, Examination of units",Maintenance,Operation,Employee / Contractor (Onsite),Yes,No,No,No,Mainline,"762.00000000, 863.60000000",574.8807991,Kilometer Post 76,Level I,"Pipeline, Valve, Pressure relief, Other (please explain)",NPS 1/2,,0.0,2001.0,,Rebuilt,No,,,No,No,12/15/2014,Repair,No,LYONS BROOK,2.6411910070822096,8203230,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2014-061,2014-04-24 11:00,2014-04-24,24.0,4.0,2014.0,Thursday,5.0,17.0,0.0,49.586667,-83.159167,Mattice,Ontario,Unknown Population Density (Historical Data Migration),Release of Substance,TransCanada PipeLines Limited,No,Gas,Natural Gas - Sweet,0.0001,"Damage or deterioration mechanism, Geotechnical Failure, Frost heave;Substandard Acts, Failure to secure;Substandard Acts, Failure to identify hazard or risk","Incorrect Operation, Natural Force Damage","Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,TCPL - Station 92 (Mattice Compressor Station),,,,Level I,"Station/Facility, Compression, Piping, Body",,,,,,,No,,,No,No,,,No,NAGAGAMI (AUT),69.57241472922244,6075543,0.6,,-9.2,,10.4,,0,,,M,,M,55,,0,,0,,0,,17.4,,,,,
INC2014-062,2014-04-28 3:20,2014-04-28,28.0,4.0,2014.0,Monday,2.0,18.0,0.0,55.569186,-110.720302,Conklin,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,0.001,"Damage or deterioration mechanism, Material or Manufacturing, Defective Pipe or Component Body;Damage or deterioration mechanism, Construction, Defective Circumferential Weld;Damage or deterioration mechanism, Construction, Defective Branch Connection Weld;Substandard Acts, Improper position for task;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Acts, Failure to check or monitor;Substandard Acts, Failure to communicate or coordinate;Substandard Conditions, Congestion or restricted action;Substandard Conditions, Inadequate instructions or procedures","Defect and Deterioration, External Interference, Incorrect Operation","Personal factors, Physical or physiological stress, Constrained movement;Personal factors, Lack of skill, Inadequate practice;Job or system factors, Inadequate engineering, Inadequate consideration of human factors or ergonomics;Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate purchasing, Inadequate receiving inspection and acceptance ;Job or system factors, Inadequate communications, Inadequate vertical communication between supervisor and person;Job or system factors, Inadequate work standards, Inadequate communication of standards, Distribution","Engineering and Planning, Failure in communication, Human Factors, Inadequate Procurement, Standards and Procedures",Construction,Employee / Contractor (Onsite),No,No,No,No,GRAHAM LATERAL LOOP - NPS 12,323.9,56.36135218,,Level I,,,,,,,,No,,,No,No,,,No,FORT MCMURRAY CS,94.85732849396933,3062696,6.4,,1.1,,11.7,,0,,,M,,M,,,0,,0,,0,,11.6,,,,,
INC2014-067,2014-04-29 12:00,2014-04-29,29.0,4.0,2014.0,Tuesday,3.0,18.0,0.0,53.031216,-111.221509,Irma,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,Alliance Pipeline Ltd.,No,Gas,Natural Gas - Sweet,,"Substandard Acts, Using equipment improperly;Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors, Lack of knowledge, Lack of experience",Human Factors,Construction,Employee / Contractor (Onsite),No,No,No,Yes,MAINLINE,"1067.00000000, 914.00000000",1551.609274,,Level I,,,,,,,,No,,,No,No,,,No,KINSELLA RESEARC STATION,6.9857535764230345,3013647,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2014-065,2014-04-30 4:30,2014-04-30,30.0,4.0,2014.0,Wednesday,4.0,18.0,0.0,52.173034,-113.83314,Penhold,Alberta,Unknown Population Density (Historical Data Migration),Release of Substance,NOVA Gas Transmission Ltd.,No,Gas,Natural Gas - Sweet,148.0,"Damage or deterioration mechanism, Geotechnical Failure, Frost heave",Natural Force Damage,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,Operation,Employee / Contractor (Onsite),Yes,No,No,No,NGTL - Joffre Sales Lateral NPS-10,,,,Level I,"Station/Facility, Compression, Fitting, Nipple, Thread;Station/Facility, Compression, Valve, Gate, Stem",NPS 1/2,Carbon Steel,7500.0,1987.0,1987.0,,No,4/30/2014,Non-destructive examination (NDE),Yes,No,4/30/2014,Testing of Functionality,Yes,RED DEER REGIONAL A,21.811715106797134,3025481,,,,,,,,,,,,,,,,,,,,,,,,,,
INC2014-064,2014-04-30 11:20,2014-04-30,30.0,4.0,2014.0,Wednesday,4.0,18.0,0.0,58.653246,-122.684823,Fort Nelson,British Columbia,Unknown Population Density (Historical Data Migration),"Release of Substance, Adverse Environmental Effects","Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Yes,Miscellaneous,Amine,6.5,"Damage or deterioration mechanism, Material Loss, External Material Loss, Poor Condition of External Coating, Disbondments",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,Maintenance,,No,No,No,No,Fort Nelson Gas Plant,,,,Level I,,,,,,,,No,,,No,No,,,No,FORT NELSON A,25.605256402075398,1192946,11.4,,4.3,,18.5,,0,,0,,0,,1,,30,,44,,0,,6.6,,,,,
INC2014-068,2014-05-05 10:00,2014-05-05,5.0,5.0,2014.0,Monday,2.0,19.0,0.0,44.665206,-63.567743,Dartmouth,Nova Scotia,Unknown Population Density (Historical Data Migration),Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,30.0,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,Maintenance,Employee / Contractor (Onsite),Yes,No,No,No,,,,,Level I,"Pipeline, Valve, Gate, Seal/Packing",,,,,,,No,,,No,No,,,No,POCKWOCK LAKE,23.429628600119436,8204453,5,,3.5,,6.5,,1.8,,1.8,,0,,0,,,,,,0,,13,,,,,
INC2015-050,2014-05-08 7:00,2014-05-08,8.0,5.0,2014.0,Thursday,5.0,19.0,0.0,46.16167,-65.34959,Salisbury,New Brunswick,10 or fewer dwelling units,Release of Substance,Maritimes & Northeast Pipeline Management Ltd.,No,Gas,Natural Gas - Sweet,10374.0,"Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)",Equipment Failure,"Job or system factors, Excessive wear and tear, Improper extension of service life",Maintenance,Operation,SCADA,Yes,No,No,No,Mainline,"762.00000000, 863.60000000",574.8807991,344,Level I,"Station/Facility, Metering, Receiving, Valve, Pressure relief, Spring",,,,2007.0,2007.0,,No,5/23/2014,Visual,Yes,Yes,,,No,KOUCHIBOUGUAC CS,43.11337710759249,8102328,,M,,M,,M,0,,,M,,M,,,,M,,M,,M,,M,,,,
